ID,Timestamp,Tweet,Keluhan,Respon,Bukan Keluhan/Respon,Topik Umum, Topik Spesifik,Lokasi,Waktu ,
683598086917222400,"03 Jan 2016, 05:37:39 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 3/1 URC Bojonagara, penanganan genangan jl Sudirman cc @KemenPU https://?",,Ya,,Infrastruktur,banjir,Jalan Sudirman ,-,
683598447073693696,"03 Jan 2016, 05:39:05 PM",RT @infobandung: .@dishub_kotabdg  | @nonanitta: Parkir sembarangan!! Mau kluar inil drtd! Yang kaya gini yg hrs nya digembok! https://t.co?,Ya,,,Perhubungan,parkir sembarangan,-,-,
683598605949779968,"03 Jan 2016, 05:39:42 PM",RT @infobandung: .@dishub_kotabdg  | @nonanitta: Parkir sembarangan!! Mau kluar inil drtd! Yang kaya gini yg hrs nya digembok! https://t.co?,Ya,,,Perhubungan,parkir sembarangan,-,-,
683598946699116544,"03 Jan 2016, 05:41:04 PM",@dbmpkotabdg Kang punten... Hilap deui jalan eta teh gaduh provinsi atanapi pemkot :D https://t.co/UXrjZd8MAr,,,Ya,Bukan Keluhan,-,-,-,
683599028571869184,"03 Jan 2016, 05:41:23 PM","Alhamdulillah, emang juara sigap penanganannya! Nuhun pisan :). Salam hormat utk yg bertugas @dbmpkotabdg @ridwankamil @OdedMD @yossiirianto",,,Ya,Bukan Keluhan,-,-,-,
683599079742427136,"03 Jan 2016, 05:41:35 PM","RT @Satpolppbdg: @PRFMnews @chrstianus Penertiban pedagang Laser di 3 ttk, Otista, Kopo &amp; Caringin #tindaklanjutlapmas @ridwankamil https:/?",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,"Otista, Kopo dan Caringin ",-,
683599562049777664,"03 Jan 2016, 05:43:30 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 3/1 URC Bojonagara, penanganan genangan jl Sudirman cc @KemenPU https://?",,Ya,,Infrastruktur,banjir,Jalan Sudirman ,-,
683599835312721920,"03 Jan 2016, 05:44:36 PM","Kasihanilah kami dan warga Mengger girang ini bpk2 terkasih di @pdamtirtawening,@ridwankamil ....dari awal thn baru,air tdk mengalir..nangis",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,Mengger girang,dari awal tahun baru ,
683600348716625920,"03 Jan 2016, 05:46:38 PM",RT @infobandung: .@dishub_kotabdg  | @nonanitta: Parkir sembarangan!! Mau kluar inil drtd! Yang kaya gini yg hrs nya digembok! https://t.co?,Ya,,,Perhubungan,parkir sembarangan,-,-,
683600581831753729,"03 Jan 2016, 05:47:34 PM","Tidak ada pemberitahuan apapun,tba2 @pdamtirtawening memutuskan akses air di daerah kita, mohon belas kasihannya dong pak.",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
683600874023686144,"03 Jan 2016, 05:48:43 PM",RT @infobandung: .@dishub_kotabdg  | @nonanitta: Parkir sembarangan!! Mau kluar inil drtd! Yang kaya gini yg hrs nya digembok! https://t.co?,Ya,,,Perhubungan,parkir sembarangan,-,-,
683603605316714497,"03 Jan 2016, 05:59:34 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 17.50 URC Bojonagara, penanganan banjir cileuncang jl Sudirman https://t?",,Ya,,Infrastruktur,banjir,Jalan Sudirman ,-,
683603789979369473,"03 Jan 2016, 06:00:18 PM","@MentionRidwanK @ridwankamil ass,pak ini sy ady,sy mau melaporkan ada pnjualn prmpuan utk mnjadi PSK,ini no saya pak 089672620018",Ya,,,Kriminalitas,penjualan orang,-,-,
683605627462008832,"03 Jan 2016, 06:07:37 PM","Mohon dicek dulu,belum tentu orangnya...yuk mari sama-sama menjaga fasum kota bandung RT @erwinbm @pers530 @UNINUSBandung @dbmpkotabdg",,,Ya,Bukan Keluhan,-,-,-,
683606064848240640,"03 Jan 2016, 06:09:21 PM",Banyak calon penumpang tetpaksa harus jalan kaki bawa barang2 utk menuju Bandara. Apalagi tadi juga hujan.  https://t.co/gzy9Bxxp7t,Ya,,,Bidang Lainnya,-,-,-,
683606523939979264,"03 Jan 2016, 06:11:10 PM","Pak @ridwankamil lampu jalan baru di Jalan Rangkasbitun sdh mati sktr 2 minggu,padahal baru dipasang  3 minggu. https://t.co/utBwhE7nGO",Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Rangkasbitung,dua minggu ,
683606631406514176,"03 Jan 2016, 06:11:36 PM","RT @muhfauzanp2: Pak @ridwankamil lampu jalan baru di Jalan Rangkasbitun sdh mati sktr 2 minggu,padahal baru dipasang  3 minggu. https://t.?",Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Rangkasbitung,dua minggu ,
683612216000552961,"03 Jan 2016, 06:33:47 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 17.50 URC Bojonagara, penanganan banjir cileuncang jl Sudirman https://t?",,Ya,,Infratruktur,banjir,Jalan Sudirman ,-,
683616148852613121,"03 Jan 2016, 06:49:25 PM",RT @infobandung: .@dishub_kotabdg  | @nonanitta: Parkir sembarangan!! Mau kluar inil drtd! Yang kaya gini yg hrs nya digembok! https://t.co?,Ya,,,Perhubungan,parkir sembarangan,-,-,
683617640032542721,"03 Jan 2016, 06:55:21 PM",@ridwankamil pak rk. jl rmh sakit gedebage.. macet terendam banjir &gt;50cm; bnyk motor mogok.. nuhun.,Ya,,,"Infrastruktur, Perhubungan ","banjir, kemacetan ",Jalan Rumah Sakit Gedebage,-,
683618538456649728,"03 Jan 2016, 06:58:55 PM",@pdamtirtawening 00602590070 pak pdam ga ngalir aja air teh pdhl hujan @ridwankamil cita cita 2016 hanya ingin pdam ngalir tiap hari,Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
683621103558766592,"03 Jan 2016, 07:09:06 PM",Banjir di Cinunuk... macet sampai ke Cibiru cc @dbmpkotabdg @DiskominfoBdg @PRFMnews https://t.co/42YVWDd5Om,Ya,,,"Infrastruktur, Perhubungan ","banjir, kemacetan ",Cinunuk sampai ke Ciburu ,-,
683621398888099840,"03 Jan 2016, 07:10:17 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 17.50 URC Bojonagara, penanganan banjir cileuncang jl Sudirman https://t?",,Ya,,Infrastruktur,banjir,Jalan Sudirman ,-,
683621876472520704,"03 Jan 2016, 07:12:11 PM",RT @MDistrimedia: @ridwankamil pak rk. jl rmh sakit gedebage.. macet terendam banjir &gt;50cm; bnyk motor mogok.. nuhun.,Ya,,,"Infrastruktur, Perhubungan ","banjir, kemacetan ",Jalan Rumah Sakit Gedebage,-,
683622848355696640,"03 Jan 2016, 07:16:02 PM",RT @wahyudinspirit: Banjir di Cinunuk... macet sampai ke Cibiru cc @dbmpkotabdg @DiskominfoBdg @PRFMnews https://t.co/42YVWDd5Om,Ya,,,"Infrastruktur, Perhubungan ","banjir, kemacetan ",Cinunuk sampai ke Ciburu ,-,
683623686478274560,"03 Jan 2016, 07:19:22 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 17.50 URC Bojonagara, penanganan banjir cileuncang jl Sudirman https://t?",,Ya,,Infrastruktur,banjir,Jalan Sudirman ,-,
683623790782238720,"03 Jan 2016, 07:19:47 PM",19.19: RT @askmildadental: Gede bage langganan banjir saat hujan gede @dbmpkotabdg @ridwankamil https://t.co/OKh1Opo4cy,Ya,,,Infrastruktur,banjir,Gedebage,-,
683624153841188864,"03 Jan 2016, 07:21:14 PM",@dbmpkotabdg @diasudiana @Floydian__ @ridwankamil @RadioElshinta terimakasih atas reaksi cepatnya dari dbmp 2jempol,,,Ya,Bukan Keluhan,-,-,-,
683624163592933376,"03 Jan 2016, 07:21:16 PM",19.19: RT @askmildadental: Gede bage langganan banjir saat hujan gede Lalin Padat cc @dbmpkotabdg @ridwankamil https://t.co/OKh1Opo4cy,Ya,,,Infrastruktur,banjir,Gedebage,-,
683624592473116676,"03 Jan 2016, 07:22:58 PM",RT @MdDadan: @dbmpkotabdg @diasudiana @Floydian__ @ridwankamil @RadioElshinta terimakasih atas reaksi cepatnya dari dbmp 2jempol,,,Ya,Bukan Keluhan,-,-,-,
683625323552878592,"03 Jan 2016, 07:25:52 PM",Pak @ridwankamil emangnya boleh pa pada parkir motornya di trotoar gini di Jl. Naripan :( https://t.co/WD4Ql3uJtp,Ya,,,Perhubungan,parkir sembarangan,Jalan Naripan ,-,
683625761991872512,"03 Jan 2016, 07:27:37 PM",RT @GBLA_LOVERS: Tinggal pake lampu PJU wungkul we ieu teh.. pedestrian sisi jakan tos dicet @dbmpkotabdg @ridwankamil @KEMENPORA_RI https:?,,,Ya,Infrastruktur,lampu penerangan jalan umum,-,-,
683628772768092160,"03 Jan 2016, 07:39:35 PM",RT @MdDadan: @dbmpkotabdg @diasudiana @Floydian__ @ridwankamil @RadioElshinta terimakasih atas reaksi cepatnya dari dbmp 2jempol,,,Ya,Bukan Keluhan,-,-,-,
683629349505904640,"03 Jan 2016, 07:41:52 PM",Ga ada.. namanya juga joke. Emangnya harus akurat? :)) https://t.co/QhsIMFVpY2,,,Ya,Bukan Keluhan,-,-,-,
683633330844090370,"03 Jan 2016, 07:57:42 PM",@dbmpkotabdg pak punten upami lampu nu di tgh di jln cihapit dpn rm.gudeg banda tos tiasa di caangan pak?hatur nuhun gelap pisan soalna pak,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Cihapit depan RM. Gudeg Banda,-,
683635677112614912,"03 Jan 2016, 08:07:01 PM",@IckyyRizky @infobdg @ridwankamil selaluuuu angkot itu! Saya jg pernah jd korbannya. Tolong perhatiannya pak..,,,Ya,Bukan Keluhan,-,-,-,
683638941199679489,"03 Jan 2016, 08:19:59 PM",Keadaan jalan cinunuk-cibiru Bandung tadi sore pkl.17:30.. Bagaimana solusinya pak wali?? @ridwankamil https://t.co/dHmwRpp2Rg,,,Ya,Bukan Keluhan,-,-,-,
683644235443126273,"03 Jan 2016, 08:41:01 PM",Kang @ridwankamil saya izin foto2 di depan rumah botol kreasi akang. Kereen kang :) https://t.co/PTTZlmIzJO,,,Ya,Bukan Keluhan,-,-,-,
683648249652117504,"03 Jan 2016, 08:56:58 PM",@IckyyRizky @infobdg @ridwankamil yang paling di hati2in emg elang-bage yang warna biru krn gelap dan angkot 05 yang berubah jadi 08.,,,Ya,Bukan Keluhan,-,-,-,
683649060813668353,"03 Jan 2016, 09:00:12 PM",@ridwankamil kira2 kapan ya pak bisa di kondisikannya . Krna baru2 ini sdh trjadi begal jalanan 4x 1 diantaranya dibunuh. Riskan kalau gelap,Ya,,,Infrastruktur,lampu penerangan jalan umum,-,-,
683650415271915520,"03 Jan 2016, 09:05:35 PM",@ridwankamil @Panduprasettyo @jokowi @basuki_btp brati klw nggebukin org gpp y pak..kan masih bisa di obati...wkkk,,,Ya,Bukan Keluhan,-,-,-,
683650559929286656,"03 Jan 2016, 09:06:09 PM",@ridwankamil naha aneh pa kan anu ngajukeuna feby twoclotch bekas anak buah bapa di bccf hehehe,,,Ya,Bukan Keluhan,-,-,-,
683652212459835397,"03 Jan 2016, 09:12:43 PM","Pak @ridwankamil waktu saya tinggal di bdg, jl.gudang utara itu teh jalannya klo malem gelap. Klo pulang malem kana angkot agak sieun pak.",Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Gudang Utara,-,
683654328876285953,"03 Jan 2016, 09:21:08 PM","@ArisFardhan @ridwankamil Kotor gak, klo bau kaki ya klo abis ujan gede, klo gak hujan normal",,,Ya,Bukan Keluhan,-,-,-,
683657040116371457,"03 Jan 2016, 09:31:54 PM",@adezpiring @infobdg @ridwankamil iya teh hati2 yaa..jgn terlalu malem naik angkot,,,Ya,Bukan Keluhan,-,-,-,
683659842192474112,"03 Jan 2016, 09:43:02 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 21.30 URC Tegallega, banjir jl Sudirman - jl Sukarno Hatta surut https:/?",,,Ya,Bukan Keluhan,-,-,-,
683660357324242946,"03 Jan 2016, 09:45:05 PM",2 Lampu PJU jl pungkur depan gg ijan &amp; dekat TL simpang pungkur - otista mati. Mohon pengecekan @dbmpkotabdg #infoPJU,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Pungkur depan Gang Ijan dan simpang Pungkur-Otista,-,
683660746908012544,"03 Jan 2016, 09:46:38 PM",1 lampu di jl. Otista setelah simpang otista - pungkur mati (posisi PJU ke 2 dari simpangan). Mohon pengecekan @dbmpkotabdg #infoPJU,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Otista setelah simpang Otista-Pungkur,-,
683661003230318592,"03 Jan 2016, 09:47:39 PM",1 lampu di jl ciguriang (masuk dari pungkur) mati @dbmpkotabdg #infoPJU,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Ciguriang,-,
683661397234860032,"03 Jan 2016, 09:49:13 PM","@ridwankamil pa usul bgmn kalau lampu antik kaya di Braga jg di pasang sepanjang jembatan pasopati jadi kaya di paris,bener2 paris van java",,,Ya,Bukan Keluhan,-,-,-,
683661876299866112,"03 Jan 2016, 09:51:07 PM","Eh iya, tadi siang lihat TL pertigaan Pelajar Pejuang-Talagabodas masih padam seperti hari sebelumnya. Kenapa ya @dishub_kotabdg @IWGinting",Ya,,,Perhubungan,lampu lalu lintas,pertigaan Pelajar Pejuang-Talagabodas,-,
683664895594774528,"03 Jan 2016, 10:03:07 PM","RT @pdkebersihanbdg: Utk meningkatkan playanan publik, sudh ditempatkan trolli tmpat smpah dipinggir, silahkan manfaatkan cc @ridwankamil h?",,,Ya,Bukan Keluhan,-,-,-,
683666436934402048,"03 Jan 2016, 10:09:15 PM","22.08: RT @dbmpkotabdg: URC Tegallega, banjir di jl Sudirman - jl Sukarno Hatta, Bandung surut. https://t.co/ZG4xiXEOow",,,Ya,Bukan Keluhan,-,-,-,
683668586733293568,"03 Jan 2016, 10:17:47 PM","RT @RadioElshinta: 22.08: RT @dbmpkotabdg: URC Tegallega, banjir di jl Sudirman - jl Sukarno Hatta, Bandung surut. https://t.co/ZG4xiXEOow",,,Ya,Bukan Keluhan,-,-,-,
683668698100535296,"03 Jan 2016, 10:18:14 PM","@ridwankamil park yg deket sabuga itu, banya yg parkir di pinggir jalan. Tambah macet deh",Ya,,,Perhubungan,"parkir sembarangan, kemacetan",taman dekat Sabuga,-,
683671875185016833,"03 Jan 2016, 10:30:51 PM","@pdamtirtawening 00501410257. Di gerlong tengah saat ini air mati, klo nyala kecil. Intinya gerlong tengah susah air. Sdh 6 bulan krisis air",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,Gegerkalong Tengah ,enam bulan ,
683676890045939712,"03 Jan 2016, 10:50:47 PM","Pa @ridwankamil, mulai ada yang jahat2 di angkot, pa... mungkin bisa dibantu... https://t.co/ZC2qGzQvAV",Ya,,,Kriminalitas,kejahatan,di dalam angkot,-,
683677248918913024,"03 Jan 2016, 10:52:12 PM","RT @rinhenda: Pa @ridwankamil, mulai ada yang jahat2 di angkot, pa... mungkin bisa dibantu... https://t.co/ZC2qGzQvAV",Ya,,,Kriminalitas,kejahatan,di dalam angkot,-,
683678352482283521,"03 Jan 2016, 10:56:36 PM","@pdamtirtawening &amp; @ridwankamil ini laporan kedua saya dr nopel:00203710330 jln.desa 03/03, air keluarnya malem dan kecil, cape begadang wae",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,Jalan Desa 03/03,-,
683678690618691584,"03 Jan 2016, 10:57:56 PM","RT @rinhenda: Pa @ridwankamil, mulai ada yang jahat2 di angkot, pa... mungkin bisa dibantu... https://t.co/ZC2qGzQvAV",Ya,,,Kriminalitas,kejahatan,di dalam angkot,-,
683678792326369281,"03 Jan 2016, 10:58:20 PM","RT @rinhenda: Pa @ridwankamil, mulai ada yang jahat2 di angkot, pa... mungkin bisa dibantu... https://t.co/ZC2qGzQvAV",Ya,,,Kriminalitas,kejahatan,di dalam angkot,-,
683678853617745920,"03 Jan 2016, 10:58:35 PM","RT @rinhenda: Pa @ridwankamil, mulai ada yang jahat2 di angkot, pa... mungkin bisa dibantu... https://t.co/ZC2qGzQvAV",Ya,,,Kriminalitas,kejahatan,di dalam angkot,-,
683684263695257600,"03 Jan 2016, 11:20:05 PM","RT @rinhenda: Pa @ridwankamil, mulai ada yang jahat2 di angkot, pa... mungkin bisa dibantu... https://t.co/ZC2qGzQvAV",Ya,,,Kriminalitas,kejahatan,di dalam angkot,-,
683689440347164672,"03 Jan 2016, 11:40:39 PM","@ridwankamil kang maaf kalo bisadikebunbinatang bandung atau ditempat wisata yg banyak anak2 datang,diksh tanda dilarang merokok,nuhun",,,Ya,Bukan Keluhan,-,-,-,
683690546905284609,"03 Jan 2016, 11:45:03 PM","@ridwankamil Pak Wali,  ini byk rmh di pinggir sungai Cikapundung. SuryalayaBarat &amp; Merah Delima I, Cijagra,lengkong https://t.co/ktawh7RDC4",Ya,,,Perumahan & Pertanahan,pemukiman liar,"di pinggir sungai Cikapundung, Suryalaya Barat, Merah Delima I, Cijagra, Lengkong ",-,
683746851162435584,"04 Jan 2016, 03:28:47 AM",Pa @ridwankamil kebijakan bapak tentang club malam sampe jam 12 udah ga berlaku ya pa? ko sobbers sampe jam 4 masih berisik banget pa,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),gangguan ketertiban umum ,Sobbers,-,
683781383152513024,"04 Jan 2016, 05:46:00 AM",RT @ridwankamil: PDK tdk bs disubsidi trs milyaran/thn. akan melanggar byk aturan. jadi dinas solusi terbaik. anggaran bisa maks. https://t?,,,Ya,Bukan Keluhan,-,-,-,
683798747688480768,"04 Jan 2016, 06:55:00 AM",Sedia payung sblm hujan dan kebanjiran @ridwankamil @ata_lia @dbmpkotabdg @MentionRidwanK @infobandung123 https://t.co/Yj4olnj3G8,,,Ya,Bukan Keluhan,-,-,-,
683800376718528513,"04 Jan 2016, 07:01:28 AM",RT @OskarDe1abuhkim: Sedia payung sblm hujan dan kebanjiran @ridwankamil @ata_lia @dbmpkotabdg @MentionRidwanK @infobandung123 https://t.co?,,,Ya,Bukan Keluhan,-,-,-,
683800618767482880,"04 Jan 2016, 07:02:26 AM","@pdamtirtawening air dtg jam 12.43 jam 05.05 stop,tiap mlm bgadang,t ada beda msm kemarau dan hujan sm,stop buka jalur baru prhtk plg",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
683801735341580288,"04 Jan 2016, 07:06:52 AM","@pdamtirtawening air dtg jam 12.45 jam 05.03 stop,bgadang trus t ada beda msm hjn,kemarau,stop buka jalur baru,prhtkn plngggn lm,00501800182",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
683804816896724992,"04 Jan 2016, 07:19:07 AM","cc @ridwankamil @IWGinting RT @tedyrusmawan  Perlu solusi Pemkot utk Parkir Liar"" di sekitar taman baru https://t.co/lA24jO4DZH""",Ya,,,Perhubungan,parkir sembarangan,sekitar taman baru ,-,
683805619963334656,"04 Jan 2016, 07:22:18 AM","Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg @PRFMnews @BDGcleanaction https://t.co/E3AQsmkcnq",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683805717413756928,"04 Jan 2016, 07:22:42 AM","RT @didadjuanda: Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg @PRFMnews @BDGcleanaction https://t.co/E3AQsm?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683806097631657984,"04 Jan 2016, 07:24:12 AM","RT @didadjuanda Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg  @BDGcleanaction https://t.co/SU0IaCqFe8",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683806335243137024,"04 Jan 2016, 07:25:09 AM","Buanglah sampah pd tempatnya, bukan di flyover @infobdg @RadioElshinta @DiskominfoBdg @humasjabar @OdedMD https://t.co/E3AQsmkcnq",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683807084220039168,"04 Jan 2016, 07:28:08 AM","RT @didadjuanda: Buanglah sampah pd tempatnya, bukan di flyover @infobdg @RadioElshinta @DiskominfoBdg @humasjabar @OdedMD https://t.co/E3A?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683810510999924736,"04 Jan 2016, 07:41:45 AM","RT @PRFMnews: cc @ridwankamil @IWGinting RT @tedyrusmawan  Perlu solusi Pemkot utk Parkir Liar"" di sekitar taman baru https://t.co/lA24jO4?""",Ya,,,Perhubungan,parkir sembarangan,sekitar taman baru ,-,
683810729502228480,"04 Jan 2016, 07:42:37 AM","RT @PRFMnews: RT @didadjuanda Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg  @BDGcleanaction https://t.co/SU?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683812346062475264,"04 Jan 2016, 07:49:02 AM","@pdamtirtawening tos 3 hr g ngocor, 00602620460 an adeng rukanda,Gg,sukasari/sutami no 24 bdg,maaf kami bth air bkn utk komplain tiap hrnya.",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,Gang Sukasari/Sutami No. 24,-,
683814260615467008,"04 Jan 2016, 07:56:39 AM","RT @didadjuanda: Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg @PRFMnews @BDGcleanaction https://t.co/E3AQsm?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683814504044433408,"04 Jan 2016, 07:57:37 AM","RT @PRFMnews: cc @ridwankamil @IWGinting RT @tedyrusmawan  Perlu solusi Pemkot utk Parkir Liar"" di sekitar taman baru https://t.co/lA24jO4?""",Ya,,,Perhubungan,parkir sembarangan,flyover,-,
683814519865384964,"04 Jan 2016, 07:57:40 AM","RT @PRFMnews: RT @didadjuanda Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg  @BDGcleanaction https://t.co/SU?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683814717459021824,"04 Jan 2016, 07:58:27 AM","7.58 via @Rescue_Damkar Kebakaran daerah Sarijadi, bila mendengar sirine Damkar, bagi pengendara mohon menepi dahalu",,,Ya,Bukan Keluhan,-,-,-,
683816383109435392,"04 Jan 2016, 08:05:05 AM","RT @PRFMnews: RT @didadjuanda Buanglah sampah pd tempatnya, bukan di flyover @pdkebersihanbdg @dbmpkotabdg  @BDGcleanaction https://t.co/SU?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,flyover,-,
683816804381138946,"04 Jan 2016, 08:06:45 AM","RT @PRFMnews: cc @ridwankamil @IWGinting RT @tedyrusmawan  Perlu solusi Pemkot utk Parkir Liar"" di sekitar taman baru https://t.co/lA24jO4?""",Ya,,,Perhubungan,parkir sembarangan,sekitar taman baru ,-,
683816966528696320,"04 Jan 2016, 08:07:24 AM","Via @Rescue_Damkar : Kebakaran daerah Sarijadi, bila mendengar sirine Damkar, bagi pengendara mohon menepi dahalu",,,Ya,Bukan Keluhan,-,-,-,
683818826471886848,"04 Jan 2016, 08:14:47 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 2/1 URC Ujungberung, monitoring jl AH Nasution &amp; jl Rumah Sakit https://?",,,Ya,Bukan Keluhan,-,-,-,
683818845799190528,"04 Jan 2016, 08:14:52 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @infobdg 2/1 URC Karees, banjir jl Moch Toha surut https://t.co/i4RRG5Vt?",,,Ya,Bukan Keluhan,-,-,-,
683818856989626369,"04 Jan 2016, 08:14:54 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @infobdg 2/1 Pasukan Katak, banjir jl Leuwipanjang surut https://t.co/ry?",,,Ya,Bukan Keluhan,-,-,-,
683818869060833280,"04 Jan 2016, 08:14:57 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @infobdg 2/1 URC Karees, banjir jl BKR dpn PT INTI surut https://t.co/P7?",,,Ya,Bukan Keluhan,-,-,-,
683818906251730949,"04 Jan 2016, 08:15:06 AM","RT @denurha_pdk: Pasukan dikerahkan 2 kali lipat plus tambahan 50 ttolly sampah di alun2 dan AA ,braga sabtu minggu @ridwankamil @PRFMnews ?",,,Ya,Bukan Keluhan,-,-,-,
683818925713301504,"04 Jan 2016, 08:15:11 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @infobdg 2/1 Pasukan Katak 2, banjir jl M Toha (psr Kembar) surut https:?",,,Ya,Bukan Keluhan,-,-,-,
683819085881163776,"04 Jan 2016, 08:15:49 AM","RT @Rescue_Damkar: Kebakaran daerah Sarijadi, bila mendengar sirine Damkar, bagi pengendara mohon menepi dahalu",,,Ya,Bukan Keluhan,-,-,-,
683819141317279744,"04 Jan 2016, 08:16:02 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 2/1 URC PJU, perbaikan lampu PJU Klasik jl Merdeka https://t.co/Luo6qRT2?",,Ya,,infrastruktur,lampu penerangan jalan umum,Jalan Merdeka,-,
683819225622777857,"04 Jan 2016, 08:16:22 AM","RT @pdkebersihanbdg: Utk meningkatkan playanan publik, sudh ditempatkan trolli tmpat smpah dipinggir, silahkan manfaatkan cc @ridwankamil h?",,,Ya,Bukan Keluhan,-,-,-,
683819265456082944,"04 Jan 2016, 08:16:32 AM","RT @Satpolppbdg: @PRFMnews @chrstianus Penertiban pedagang Laser di 3 ttk, Otista, Kopo &amp; Caringin #tindaklanjutlapmas @ridwankamil https:/?",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,"Otista, Kopo dan Caringin ",-,
683819611561672704,"04 Jan 2016, 08:17:54 AM",RT @mazNOT:  @MuhammadIbnoe pak @ridwankamil kapan Cihampelas trotoarnya bagus sprti di braga? kmuh psan ??  &gt;&gt; ini,Ya,,,Infrastruktur,trotoar,Jalan Cihampelas,-,
683819635930599425,"04 Jan 2016, 08:18:00 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @kafey 3/1 URC Bojonagara, perbaikan jl Cemara https://t.co/BV7LKbSOxe",,Ya,,Infrastruktur,jalan rusak,Jalan Cemara,-,
683819656633651201,"04 Jan 2016, 08:18:05 AM","#lintasINFO RT @Rescue_Damkar : Kebakaran daerah Sarijadi, bila mendengar sirine Damkar, bagi pengendara mohon menepi dahalu",,,Ya,Bukan Keluhan,-,-,-,
683819727290957825,"04 Jan 2016, 08:18:22 AM",RT @mazNOT:  @MuhammadIbnoe pak @ridwankamil kapan Cihampelas trotoarnya bagus sprti di braga? kmuh psan ??  &gt;&gt; ini,Ya,,,Infrastruktur,trotoar,Jalan Cihampelas,-,
683819820828082176,"04 Jan 2016, 08:18:44 AM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 3/1 URC Bojonagara, penanganan genangan jl Sudirman cc @KemenPU https://?",,Ya,,Infrastruktur,banjir,Jalan Sudirman ,-,
